system:index,date,pdsi,.geo
196001,1960-01-01,250,"{""type"":""MultiPoint"",""coordinates"":[]}"
196002,1960-02-01,343,"{""type"":""MultiPoint"",""coordinates"":[]}"
196003,1960-03-01,358,"{""type"":""MultiPoint"",""coordinates"":[]}"
196004,1960-04-01,357,"{""type"":""MultiPoint"",""coordinates"":[]}"
196005,1960-05-01,340,"{""type"":""MultiPoint"",""coordinates"":[]}"
196006,1960-06-01,236,"{""type"":""MultiPoint"",""coordinates"":[]}"
196007,1960-07-01,251,"{""type"":""MultiPoint"",""coordinates"":[]}"
196008,1960-08-01,255,"{""type"":""MultiPoint"",""coordinates"":[]}"
196009,1960-09-01,256,"{""type"":""MultiPoint"",""coordinates"":[]}"
196010,1960-10-01,199,"{""type"":""MultiPoint"",""coordinates"":[]}"
196011,1960-11-01,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
196012,1960-12-01,-194,"{""type"":""MultiPoint"",""coordinates"":[]}"
196101,1961-01-01,-253,"{""type"":""MultiPoint"",""coordinates"":[]}"
196102,1961-02-01,-218,"{""type"":""MultiPoint"",""coordinates"":[]}"
196103,1961-03-01,-198,"{""type"":""MultiPoint"",""coordinates"":[]}"
196104,1961-04-01,-131,"{""type"":""MultiPoint"",""coordinates"":[]}"
196105,1961-05-01,-93,"{""type"":""MultiPoint"",""coordinates"":[]}"
196106,1961-06-01,159,"{""type"":""MultiPoint"",""coordinates"":[]}"
196107,1961-07-01,143,"{""type"":""MultiPoint"",""coordinates"":[]}"
196108,1961-08-01,219,"{""type"":""MultiPoint"",""coordinates"":[]}"
196109,1961-09-01,133,"{""type"":""MultiPoint"",""coordinates"":[]}"
196110,1961-10-01,-127,"{""type"":""MultiPoint"",""coordinates"":[]}"
196111,1961-11-01,-165,"{""type"":""MultiPoint"",""coordinates"":[]}"
196112,1961-12-01,-139,"{""type"":""MultiPoint"",""coordinates"":[]}"
196201,1962-01-01,112,"{""type"":""MultiPoint"",""coordinates"":[]}"
196202,1962-02-01,92,"{""type"":""MultiPoint"",""coordinates"":[]}"
196203,1962-03-01,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
196204,1962-04-01,148,"{""type"":""MultiPoint"",""coordinates"":[]}"
196205,1962-05-01,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
196206,1962-06-01,141,"{""type"":""MultiPoint"",""coordinates"":[]}"
196207,1962-07-01,199,"{""type"":""MultiPoint"",""coordinates"":[]}"
196208,1962-08-01,167,"{""type"":""MultiPoint"",""coordinates"":[]}"
196209,1962-09-01,194,"{""type"":""MultiPoint"",""coordinates"":[]}"
196210,1962-10-01,111,"{""type"":""MultiPoint"",""coordinates"":[]}"
196211,1962-11-01,231,"{""type"":""MultiPoint"",""coordinates"":[]}"
196212,1962-12-01,239,"{""type"":""MultiPoint"",""coordinates"":[]}"
196301,1963-01-01,214,"{""type"":""MultiPoint"",""coordinates"":[]}"
196302,1963-02-01,214,"{""type"":""MultiPoint"",""coordinates"":[]}"
196303,1963-03-01,191,"{""type"":""MultiPoint"",""coordinates"":[]}"
196304,1963-04-01,126,"{""type"":""MultiPoint"",""coordinates"":[]}"
196305,1963-05-01,108,"{""type"":""MultiPoint"",""coordinates"":[]}"
196306,1963-06-01,-48,"{""type"":""MultiPoint"",""coordinates"":[]}"
196307,1963-07-01,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
196308,1963-08-01,-158,"{""type"":""MultiPoint"",""coordinates"":[]}"
196309,1963-09-01,-120,"{""type"":""MultiPoint"",""coordinates"":[]}"
196310,1963-10-01,-231,"{""type"":""MultiPoint"",""coordinates"":[]}"
196311,1963-11-01,-104,"{""type"":""MultiPoint"",""coordinates"":[]}"
196312,1963-12-01,144,"{""type"":""MultiPoint"",""coordinates"":[]}"
196401,1964-01-01,171,"{""type"":""MultiPoint"",""coordinates"":[]}"
196402,1964-02-01,215,"{""type"":""MultiPoint"",""coordinates"":[]}"
196403,1964-03-01,153,"{""type"":""MultiPoint"",""coordinates"":[]}"
196404,1964-04-01,158,"{""type"":""MultiPoint"",""coordinates"":[]}"
196405,1964-05-01,-110,"{""type"":""MultiPoint"",""coordinates"":[]}"
196406,1964-06-01,-160,"{""type"":""MultiPoint"",""coordinates"":[]}"
196407,1964-07-01,-148,"{""type"":""MultiPoint"",""coordinates"":[]}"
196408,1964-08-01,-94,"{""type"":""MultiPoint"",""coordinates"":[]}"
196409,1964-09-01,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
196410,1964-10-01,194,"{""type"":""MultiPoint"",""coordinates"":[]}"
196411,1964-11-01,149,"{""type"":""MultiPoint"",""coordinates"":[]}"
196412,1964-12-01,201,"{""type"":""MultiPoint"",""coordinates"":[]}"
196501,1965-01-01,112,"{""type"":""MultiPoint"",""coordinates"":[]}"
196502,1965-02-01,105,"{""type"":""MultiPoint"",""coordinates"":[]}"
196503,1965-03-01,155,"{""type"":""MultiPoint"",""coordinates"":[]}"
196504,1965-04-01,122,"{""type"":""MultiPoint"",""coordinates"":[]}"
196505,1965-05-01,-80,"{""type"":""MultiPoint"",""coordinates"":[]}"
196506,1965-06-01,87,"{""type"":""MultiPoint"",""coordinates"":[]}"
196507,1965-07-01,242,"{""type"":""MultiPoint"",""coordinates"":[]}"
196508,1965-08-01,232,"{""type"":""MultiPoint"",""coordinates"":[]}"
196509,1965-09-01,211,"{""type"":""MultiPoint"",""coordinates"":[]}"
196510,1965-10-01,162,"{""type"":""MultiPoint"",""coordinates"":[]}"
196511,1965-11-01,76,"{""type"":""MultiPoint"",""coordinates"":[]}"
196512,1965-12-01,-219,"{""type"":""MultiPoint"",""coordinates"":[]}"
196601,1966-01-01,-208,"{""type"":""MultiPoint"",""coordinates"":[]}"
196602,1966-02-01,-152,"{""type"":""MultiPoint"",""coordinates"":[]}"
196603,1966-03-01,-190,"{""type"":""MultiPoint"",""coordinates"":[]}"
196604,1966-04-01,-186,"{""type"":""MultiPoint"",""coordinates"":[]}"
196605,1966-05-01,-97,"{""type"":""MultiPoint"",""coordinates"":[]}"
196606,1966-06-01,-108,"{""type"":""MultiPoint"",""coordinates"":[]}"
196607,1966-07-01,-199,"{""type"":""MultiPoint"",""coordinates"":[]}"
196608,1966-08-01,-186,"{""type"":""MultiPoint"",""coordinates"":[]}"
196609,1966-09-01,-163,"{""type"":""MultiPoint"",""coordinates"":[]}"
196610,1966-10-01,-186,"{""type"":""MultiPoint"",""coordinates"":[]}"
196611,1966-11-01,-234,"{""type"":""MultiPoint"",""coordinates"":[]}"
196612,1966-12-01,-280,"{""type"":""MultiPoint"",""coordinates"":[]}"
196701,1967-01-01,-360,"{""type"":""MultiPoint"",""coordinates"":[]}"
196702,1967-02-01,-389,"{""type"":""MultiPoint"",""coordinates"":[]}"
196703,1967-03-01,-451,"{""type"":""MultiPoint"",""coordinates"":[]}"
196704,1967-04-01,-455,"{""type"":""MultiPoint"",""coordinates"":[]}"
196705,1967-05-01,-411,"{""type"":""MultiPoint"",""coordinates"":[]}"
196706,1967-06-01,-376,"{""type"":""MultiPoint"",""coordinates"":[]}"
196707,1967-07-01,-354,"{""type"":""MultiPoint"",""coordinates"":[]}"
196708,1967-08-01,-237,"{""type"":""MultiPoint"",""coordinates"":[]}"
196709,1967-09-01,-218,"{""type"":""MultiPoint"",""coordinates"":[]}"
196710,1967-10-01,-257,"{""type"":""MultiPoint"",""coordinates"":[]}"
196711,1967-11-01,-284,"{""type"":""MultiPoint"",""coordinates"":[]}"
196712,1967-12-01,-221,"{""type"":""MultiPoint"",""coordinates"":[]}"
196801,1968-01-01,-181,"{""type"":""MultiPoint"",""coordinates"":[]}"
196802,1968-02-01,-260,"{""type"":""MultiPoint"",""coordinates"":[]}"
196803,1968-03-01,-286,"{""type"":""MultiPoint"",""coordinates"":[]}"
196804,1968-04-01,-270,"{""type"":""MultiPoint"",""coordinates"":[]}"
196805,1968-05-01,-267,"{""type"":""MultiPoint"",""coordinates"":[]}"
196806,1968-06-01,-295,"{""type"":""MultiPoint"",""coordinates"":[]}"
196807,1968-07-01,-295,"{""type"":""MultiPoint"",""coordinates"":[]}"
196808,1968-08-01,-390,"{""type"":""MultiPoint"",""coordinates"":[]}"
196809,1968-09-01,-468,"{""type"":""MultiPoint"",""coordinates"":[]}"
196810,1968-10-01,-424,"{""type"":""MultiPoint"",""coordinates"":[]}"
196811,1968-11-01,-376,"{""type"":""MultiPoint"",""coordinates"":[]}"
196812,1968-12-01,-374,"{""type"":""MultiPoint"",""coordinates"":[]}"
196901,1969-01-01,-390,"{""type"":""MultiPoint"",""coordinates"":[]}"
196902,1969-02-01,-367,"{""type"":""MultiPoint"",""coordinates"":[]}"
196903,1969-03-01,-311,"{""type"":""MultiPoint"",""coordinates"":[]}"
196904,1969-04-01,-305,"{""type"":""MultiPoint"",""coordinates"":[]}"
196905,1969-05-01,-342,"{""type"":""MultiPoint"",""coordinates"":[]}"
196906,1969-06-01,-281,"{""type"":""MultiPoint"",""coordinates"":[]}"
196907,1969-07-01,-281,"{""type"":""MultiPoint"",""coordinates"":[]}"
196908,1969-08-01,-226,"{""type"":""MultiPoint"",""coordinates"":[]}"
196909,1969-09-01,-160,"{""type"":""MultiPoint"",""coordinates"":[]}"
196910,1969-10-01,-177,"{""type"":""MultiPoint"",""coordinates"":[]}"
196911,1969-11-01,-216,"{""type"":""MultiPoint"",""coordinates"":[]}"
196912,1969-12-01,-212,"{""type"":""MultiPoint"",""coordinates"":[]}"
197001,1970-01-01,-239,"{""type"":""MultiPoint"",""coordinates"":[]}"
197002,1970-02-01,-209,"{""type"":""MultiPoint"",""coordinates"":[]}"
197003,1970-03-01,-178,"{""type"":""MultiPoint"",""coordinates"":[]}"
197004,1970-04-01,-156,"{""type"":""MultiPoint"",""coordinates"":[]}"
197005,1970-05-01,-195,"{""type"":""MultiPoint"",""coordinates"":[]}"
197006,1970-06-01,-230,"{""type"":""MultiPoint"",""coordinates"":[]}"
197007,1970-07-01,-203,"{""type"":""MultiPoint"",""coordinates"":[]}"
197008,1970-08-01,-178,"{""type"":""MultiPoint"",""coordinates"":[]}"
197009,1970-09-01,-259,"{""type"":""MultiPoint"",""coordinates"":[]}"
197010,1970-10-01,-232,"{""type"":""MultiPoint"",""coordinates"":[]}"
197011,1970-11-01,-237,"{""type"":""MultiPoint"",""coordinates"":[]}"
197012,1970-12-01,-286,"{""type"":""MultiPoint"",""coordinates"":[]}"
197101,1971-01-01,-307,"{""type"":""MultiPoint"",""coordinates"":[]}"
197102,1971-02-01,-252,"{""type"":""MultiPoint"",""coordinates"":[]}"
197103,1971-03-01,-229,"{""type"":""MultiPoint"",""coordinates"":[]}"
197104,1971-04-01,-217,"{""type"":""MultiPoint"",""coordinates"":[]}"
197105,1971-05-01,-116,"{""type"":""MultiPoint"",""coordinates"":[]}"
197106,1971-06-01,-141,"{""type"":""MultiPoint"",""coordinates"":[]}"
197107,1971-07-01,-127,"{""type"":""MultiPoint"",""coordinates"":[]}"
197108,1971-08-01,-93,"{""type"":""MultiPoint"",""coordinates"":[]}"
197109,1971-09-01,-74,"{""type"":""MultiPoint"",""coordinates"":[]}"
197110,1971-10-01,230,"{""type"":""MultiPoint"",""coordinates"":[]}"
197111,1971-11-01,218,"{""type"":""MultiPoint"",""coordinates"":[]}"
197112,1971-12-01,143,"{""type"":""MultiPoint"",""coordinates"":[]}"
197201,1972-01-01,73,"{""type"":""MultiPoint"",""coordinates"":[]}"
197202,1972-02-01,118,"{""type"":""MultiPoint"",""coordinates"":[]}"
197203,1972-03-01,-63,"{""type"":""MultiPoint"",""coordinates"":[]}"
197204,1972-04-01,-92,"{""type"":""MultiPoint"",""coordinates"":[]}"
197205,1972-05-01,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
197206,1972-06-01,158,"{""type"":""MultiPoint"",""coordinates"":[]}"
197207,1972-07-01,199,"{""type"":""MultiPoint"",""coordinates"":[]}"
197208,1972-08-01,178,"{""type"":""MultiPoint"",""coordinates"":[]}"
197209,1972-09-01,234,"{""type"":""MultiPoint"",""coordinates"":[]}"
197210,1972-10-01,273,"{""type"":""MultiPoint"",""coordinates"":[]}"
197211,1972-11-01,382,"{""type"":""MultiPoint"",""coordinates"":[]}"
197212,1972-12-01,447,"{""type"":""MultiPoint"",""coordinates"":[]}"
197301,1973-01-01,381,"{""type"":""MultiPoint"",""coordinates"":[]}"
197302,1973-02-01,408,"{""type"":""MultiPoint"",""coordinates"":[]}"
197303,1973-03-01,402,"{""type"":""MultiPoint"",""coordinates"":[]}"
197304,1973-04-01,443,"{""type"":""MultiPoint"",""coordinates"":[]}"
197305,1973-05-01,406,"{""type"":""MultiPoint"",""coordinates"":[]}"
197306,1973-06-01,473,"{""type"":""MultiPoint"",""coordinates"":[]}"
197307,1973-07-01,434,"{""type"":""MultiPoint"",""coordinates"":[]}"
197308,1973-08-01,438,"{""type"":""MultiPoint"",""coordinates"":[]}"
197309,1973-09-01,336,"{""type"":""MultiPoint"",""coordinates"":[]}"
197310,1973-10-01,206,"{""type"":""MultiPoint"",""coordinates"":[]}"
197311,1973-11-01,73,"{""type"":""MultiPoint"",""coordinates"":[]}"
197312,1973-12-01,96,"{""type"":""MultiPoint"",""coordinates"":[]}"
197401,1974-01-01,80,"{""type"":""MultiPoint"",""coordinates"":[]}"
197402,1974-02-01,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
197403,1974-03-01,-161,"{""type"":""MultiPoint"",""coordinates"":[]}"
197404,1974-04-01,-186,"{""type"":""MultiPoint"",""coordinates"":[]}"
197405,1974-05-01,-96,"{""type"":""MultiPoint"",""coordinates"":[]}"
197406,1974-06-01,-79,"{""type"":""MultiPoint"",""coordinates"":[]}"
197407,1974-07-01,-134,"{""type"":""MultiPoint"",""coordinates"":[]}"
197408,1974-08-01,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
197409,1974-09-01,164,"{""type"":""MultiPoint"",""coordinates"":[]}"
197410,1974-10-01,102,"{""type"":""MultiPoint"",""coordinates"":[]}"
197411,1974-11-01,-53,"{""type"":""MultiPoint"",""coordinates"":[]}"
197412,1974-12-01,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
197501,1975-01-01,129,"{""type"":""MultiPoint"",""coordinates"":[]}"
197502,1975-02-01,111,"{""type"":""MultiPoint"",""coordinates"":[]}"
197503,1975-03-01,272,"{""type"":""MultiPoint"",""coordinates"":[]}"
197504,1975-04-01,197,"{""type"":""MultiPoint"",""coordinates"":[]}"
197505,1975-05-01,159,"{""type"":""MultiPoint"",""coordinates"":[]}"
197506,1975-06-01,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
197507,1975-07-01,177,"{""type"":""MultiPoint"",""coordinates"":[]}"
197508,1975-08-01,80,"{""type"":""MultiPoint"",""coordinates"":[]}"
197509,1975-09-01,188,"{""type"":""MultiPoint"",""coordinates"":[]}"
197510,1975-10-01,143,"{""type"":""MultiPoint"",""coordinates"":[]}"
197511,1975-11-01,122,"{""type"":""MultiPoint"",""coordinates"":[]}"
197512,1975-12-01,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
197601,1976-01-01,131,"{""type"":""MultiPoint"",""coordinates"":[]}"
197602,1976-02-01,-98,"{""type"":""MultiPoint"",""coordinates"":[]}"
197603,1976-03-01,-164,"{""type"":""MultiPoint"",""coordinates"":[]}"
197604,1976-04-01,-270,"{""type"":""MultiPoint"",""coordinates"":[]}"
197605,1976-05-01,-237,"{""type"":""MultiPoint"",""coordinates"":[]}"
197606,1976-06-01,-229,"{""type"":""MultiPoint"",""coordinates"":[]}"
197607,1976-07-01,-332,"{""type"":""MultiPoint"",""coordinates"":[]}"
197608,1976-08-01,-392,"{""type"":""MultiPoint"",""coordinates"":[]}"
197609,1976-09-01,-359,"{""type"":""MultiPoint"",""coordinates"":[]}"
197610,1976-10-01,-248,"{""type"":""MultiPoint"",""coordinates"":[]}"
197611,1976-11-01,-245,"{""type"":""MultiPoint"",""coordinates"":[]}"
197612,1976-12-01,-185,"{""type"":""MultiPoint"",""coordinates"":[]}"
197701,1977-01-01,-127,"{""type"":""MultiPoint"",""coordinates"":[]}"
197702,1977-02-01,-194,"{""type"":""MultiPoint"",""coordinates"":[]}"
197703,1977-03-01,-158,"{""type"":""MultiPoint"",""coordinates"":[]}"
197704,1977-04-01,-191,"{""type"":""MultiPoint"",""coordinates"":[]}"
197705,1977-05-01,-233,"{""type"":""MultiPoint"",""coordinates"":[]}"
197706,1977-06-01,-299,"{""type"":""MultiPoint"",""coordinates"":[]}"
197707,1977-07-01,-419,"{""type"":""MultiPoint"",""coordinates"":[]}"
197708,1977-08-01,-430,"{""type"":""MultiPoint"",""coordinates"":[]}"
197709,1977-09-01,-363,"{""type"":""MultiPoint"",""coordinates"":[]}"
197710,1977-10-01,-238,"{""type"":""MultiPoint"",""coordinates"":[]}"
197711,1977-11-01,-201,"{""type"":""MultiPoint"",""coordinates"":[]}"
197712,1977-12-01,-118,"{""type"":""MultiPoint"",""coordinates"":[]}"
197801,1978-01-01,354,"{""type"":""MultiPoint"",""coordinates"":[]}"
197802,1978-02-01,268,"{""type"":""MultiPoint"",""coordinates"":[]}"
197803,1978-03-01,289,"{""type"":""MultiPoint"",""coordinates"":[]}"
197804,1978-04-01,387,"{""type"":""MultiPoint"",""coordinates"":[]}"
197805,1978-05-01,385,"{""type"":""MultiPoint"",""coordinates"":[]}"
197806,1978-06-01,381,"{""type"":""MultiPoint"",""coordinates"":[]}"
197807,1978-07-01,396,"{""type"":""MultiPoint"",""coordinates"":[]}"
197808,1978-08-01,367,"{""type"":""MultiPoint"",""coordinates"":[]}"
197809,1978-09-01,306,"{""type"":""MultiPoint"",""coordinates"":[]}"
197810,1978-10-01,199,"{""type"":""MultiPoint"",""coordinates"":[]}"
197811,1978-11-01,197,"{""type"":""MultiPoint"",""coordinates"":[]}"
197812,1978-12-01,173,"{""type"":""MultiPoint"",""coordinates"":[]}"
197901,1979-01-01,254,"{""type"":""MultiPoint"",""coordinates"":[]}"
197902,1979-02-01,329,"{""type"":""MultiPoint"",""coordinates"":[]}"
197903,1979-03-01,265,"{""type"":""MultiPoint"",""coordinates"":[]}"
197904,1979-04-01,273,"{""type"":""MultiPoint"",""coordinates"":[]}"
197905,1979-05-01,326,"{""type"":""MultiPoint"",""coordinates"":[]}"
197906,1979-06-01,363,"{""type"":""MultiPoint"",""coordinates"":[]}"
197907,1979-07-01,362,"{""type"":""MultiPoint"",""coordinates"":[]}"
197908,1979-08-01,302,"{""type"":""MultiPoint"",""coordinates"":[]}"
197909,1979-09-01,481,"{""type"":""MultiPoint"",""coordinates"":[]}"
197910,1979-10-01,454,"{""type"":""MultiPoint"",""coordinates"":[]}"
197911,1979-11-01,526,"{""type"":""MultiPoint"",""coordinates"":[]}"
197912,1979-12-01,428,"{""type"":""MultiPoint"",""coordinates"":[]}"
198001,1980-01-01,408,"{""type"":""MultiPoint"",""coordinates"":[]}"
198002,1980-02-01,310,"{""type"":""MultiPoint"",""coordinates"":[]}"
198003,1980-03-01,370,"{""type"":""MultiPoint"",""coordinates"":[]}"
198004,1980-04-01,313,"{""type"":""MultiPoint"",""coordinates"":[]}"
198005,1980-05-01,239,"{""type"":""MultiPoint"",""coordinates"":[]}"
198006,1980-06-01,232,"{""type"":""MultiPoint"",""coordinates"":[]}"
198007,1980-07-01,140,"{""type"":""MultiPoint"",""coordinates"":[]}"
198008,1980-08-01,-233,"{""type"":""MultiPoint"",""coordinates"":[]}"
198009,1980-09-01,-237,"{""type"":""MultiPoint"",""coordinates"":[]}"
198010,1980-10-01,-215,"{""type"":""MultiPoint"",""coordinates"":[]}"
198011,1980-11-01,-222,"{""type"":""MultiPoint"",""coordinates"":[]}"
198012,1980-12-01,-298,"{""type"":""MultiPoint"",""coordinates"":[]}"
198101,1981-01-01,-382,"{""type"":""MultiPoint"",""coordinates"":[]}"
198102,1981-02-01,-439,"{""type"":""MultiPoint"",""coordinates"":[]}"
198103,1981-03-01,-456,"{""type"":""MultiPoint"",""coordinates"":[]}"
198104,1981-04-01,-501,"{""type"":""MultiPoint"",""coordinates"":[]}"
198105,1981-05-01,-500,"{""type"":""MultiPoint"",""coordinates"":[]}"
198106,1981-06-01,-565,"{""type"":""MultiPoint"",""coordinates"":[]}"
198107,1981-07-01,-502,"{""type"":""MultiPoint"",""coordinates"":[]}"
198108,1981-08-01,-443,"{""type"":""MultiPoint"",""coordinates"":[]}"
198109,1981-09-01,-438,"{""type"":""MultiPoint"",""coordinates"":[]}"
198110,1981-10-01,-418,"{""type"":""MultiPoint"",""coordinates"":[]}"
198111,1981-11-01,-483,"{""type"":""MultiPoint"",""coordinates"":[]}"
198112,1981-12-01,-470,"{""type"":""MultiPoint"",""coordinates"":[]}"
198201,1982-01-01,-380,"{""type"":""MultiPoint"",""coordinates"":[]}"
198202,1982-02-01,-272,"{""type"":""MultiPoint"",""coordinates"":[]}"
198203,1982-03-01,-294,"{""type"":""MultiPoint"",""coordinates"":[]}"
198204,1982-04-01,-260,"{""type"":""MultiPoint"",""coordinates"":[]}"
198205,1982-05-01,-239,"{""type"":""MultiPoint"",""coordinates"":[]}"
198206,1982-06-01,-90,"{""type"":""MultiPoint"",""coordinates"":[]}"
198207,1982-07-01,213,"{""type"":""MultiPoint"",""coordinates"":[]}"
198208,1982-08-01,221,"{""type"":""MultiPoint"",""coordinates"":[]}"
198209,1982-09-01,177,"{""type"":""MultiPoint"",""coordinates"":[]}"
198210,1982-10-01,204,"{""type"":""MultiPoint"",""coordinates"":[]}"
198211,1982-11-01,179,"{""type"":""MultiPoint"",""coordinates"":[]}"
198212,1982-12-01,221,"{""type"":""MultiPoint"",""coordinates"":[]}"
198301,1983-01-01,157,"{""type"":""MultiPoint"",""coordinates"":[]}"
198302,1983-02-01,229,"{""type"":""MultiPoint"",""coordinates"":[]}"
198303,1983-03-01,331,"{""type"":""MultiPoint"",""coordinates"":[]}"
198304,1983-04-01,375,"{""type"":""MultiPoint"",""coordinates"":[]}"
198305,1983-05-01,366,"{""type"":""MultiPoint"",""coordinates"":[]}"
198306,1983-06-01,355,"{""type"":""MultiPoint"",""coordinates"":[]}"
198307,1983-07-01,207,"{""type"":""MultiPoint"",""coordinates"":[]}"
198308,1983-08-01,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
198309,1983-09-01,-253,"{""type"":""MultiPoint"",""coordinates"":[]}"
198310,1983-10-01,-216,"{""type"":""MultiPoint"",""coordinates"":[]}"
198311,1983-11-01,-161,"{""type"":""MultiPoint"",""coordinates"":[]}"
198312,1983-12-01,190,"{""type"":""MultiPoint"",""coordinates"":[]}"
198401,1984-01-01,217,"{""type"":""MultiPoint"",""coordinates"":[]}"
198402,1984-02-01,280,"{""type"":""MultiPoint"",""coordinates"":[]}"
198403,1984-03-01,360,"{""type"":""MultiPoint"",""coordinates"":[]}"
198404,1984-04-01,389,"{""type"":""MultiPoint"",""coordinates"":[]}"
198405,1984-05-01,463,"{""type"":""MultiPoint"",""coordinates"":[]}"
198406,1984-06-01,407,"{""type"":""MultiPoint"",""coordinates"":[]}"
198407,1984-07-01,530,"{""type"":""MultiPoint"",""coordinates"":[]}"
198408,1984-08-01,487,"{""type"":""MultiPoint"",""coordinates"":[]}"
198409,1984-09-01,406,"{""type"":""MultiPoint"",""coordinates"":[]}"
198410,1984-10-01,322,"{""type"":""MultiPoint"",""coordinates"":[]}"
198411,1984-11-01,231,"{""type"":""MultiPoint"",""coordinates"":[]}"
198412,1984-12-01,128,"{""type"":""MultiPoint"",""coordinates"":[]}"
198501,1985-01-01,106,"{""type"":""MultiPoint"",""coordinates"":[]}"
198502,1985-02-01,145,"{""type"":""MultiPoint"",""coordinates"":[]}"
198503,1985-03-01,-217,"{""type"":""MultiPoint"",""coordinates"":[]}"
198504,1985-04-01,-316,"{""type"":""MultiPoint"",""coordinates"":[]}"
198505,1985-05-01,-355,"{""type"":""MultiPoint"",""coordinates"":[]}"
198506,1985-06-01,-402,"{""type"":""MultiPoint"",""coordinates"":[]}"
198507,1985-07-01,-307,"{""type"":""MultiPoint"",""coordinates"":[]}"
198508,1985-08-01,-211,"{""type"":""MultiPoint"",""coordinates"":[]}"
198509,1985-09-01,-289,"{""type"":""MultiPoint"",""coordinates"":[]}"
198510,1985-10-01,-290,"{""type"":""MultiPoint"",""coordinates"":[]}"
198511,1985-11-01,-106,"{""type"":""MultiPoint"",""coordinates"":[]}"
198512,1985-12-01,-136,"{""type"":""MultiPoint"",""coordinates"":[]}"
198601,1986-01-01,-197,"{""type"":""MultiPoint"",""coordinates"":[]}"
198602,1986-02-01,-242,"{""type"":""MultiPoint"",""coordinates"":[]}"
198603,1986-03-01,-285,"{""type"":""MultiPoint"",""coordinates"":[]}"
198604,1986-04-01,-344,"{""type"":""MultiPoint"",""coordinates"":[]}"
198605,1986-05-01,-395,"{""type"":""MultiPoint"",""coordinates"":[]}"
198606,1986-06-01,-489,"{""type"":""MultiPoint"",""coordinates"":[]}"
198607,1986-07-01,-495,"{""type"":""MultiPoint"",""coordinates"":[]}"
198608,1986-08-01,-257,"{""type"":""MultiPoint"",""coordinates"":[]}"
198609,1986-09-01,-264,"{""type"":""MultiPoint"",""coordinates"":[]}"
198610,1986-10-01,-266,"{""type"":""MultiPoint"",""coordinates"":[]}"
198611,1986-11-01,-240,"{""type"":""MultiPoint"",""coordinates"":[]}"
198612,1986-12-01,-181,"{""type"":""MultiPoint"",""coordinates"":[]}"
198701,1987-01-01,209,"{""type"":""MultiPoint"",""coordinates"":[]}"
198702,1987-02-01,208,"{""type"":""MultiPoint"",""coordinates"":[]}"
198703,1987-03-01,192,"{""type"":""MultiPoint"",""coordinates"":[]}"
198704,1987-04-01,309,"{""type"":""MultiPoint"",""coordinates"":[]}"
198705,1987-05-01,226,"{""type"":""MultiPoint"",""coordinates"":[]}"
198706,1987-06-01,159,"{""type"":""MultiPoint"",""coordinates"":[]}"
198707,1987-07-01,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
198708,1987-08-01,-190,"{""type"":""MultiPoint"",""coordinates"":[]}"
198709,1987-09-01,-88,"{""type"":""MultiPoint"",""coordinates"":[]}"
198710,1987-10-01,-132,"{""type"":""MultiPoint"",""coordinates"":[]}"
198711,1987-11-01,-146,"{""type"":""MultiPoint"",""coordinates"":[]}"
198712,1987-12-01,-160,"{""type"":""MultiPoint"",""coordinates"":[]}"
198801,1988-01-01,-149,"{""type"":""MultiPoint"",""coordinates"":[]}"
198802,1988-02-01,-194,"{""type"":""MultiPoint"",""coordinates"":[]}"
198803,1988-03-01,-250,"{""type"":""MultiPoint"",""coordinates"":[]}"
198804,1988-04-01,-210,"{""type"":""MultiPoint"",""coordinates"":[]}"
198805,1988-05-01,-208,"{""type"":""MultiPoint"",""coordinates"":[]}"
198806,1988-06-01,-221,"{""type"":""MultiPoint"",""coordinates"":[]}"
198807,1988-07-01,-233,"{""type"":""MultiPoint"",""coordinates"":[]}"
198808,1988-08-01,-259,"{""type"":""MultiPoint"",""coordinates"":[]}"
198809,1988-09-01,-226,"{""type"":""MultiPoint"",""coordinates"":[]}"
198810,1988-10-01,-199,"{""type"":""MultiPoint"",""coordinates"":[]}"
198811,1988-11-01,-151,"{""type"":""MultiPoint"",""coordinates"":[]}"
198812,1988-12-01,-219,"{""type"":""MultiPoint"",""coordinates"":[]}"
198901,1989-01-01,-296,"{""type"":""MultiPoint"",""coordinates"":[]}"
198902,1989-02-01,-244,"{""type"":""MultiPoint"",""coordinates"":[]}"
198903,1989-03-01,-123,"{""type"":""MultiPoint"",""coordinates"":[]}"
198904,1989-04-01,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
198905,1989-05-01,264,"{""type"":""MultiPoint"",""coordinates"":[]}"
